Unreal -> Engine : 1.0, 1.97
Linux;Daily;Solaris;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Linux;Daily;Service;Deployment -> Automated;HPUX;Solaris : 1.0, 1.0
Daily;Automated;HPUX;Solaris -> Linux;Service;Deployment : 0.0, 0.95
Daily;Automated;Service;HPUX -> Linux;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Automated;HPUX -> Service;Solaris;Deployment : 0.0, 0.95
Daily;Service;HPUX;Solaris -> Linux;Automated;Deployment : 0.0, 0.95
Linux;Daily;HPUX;Solaris -> Automated;Service;Deployment : 0.0, 0.95
Linux;Daily;Service;HPUX -> Automated;Solaris;Deployment : 0.0, 0.95
Daily;Automated;Service;Solaris -> Linux;HPUX;Deployment : 0.0, 0.95
Linux;Daily;Automated;Solaris -> Service;HPUX;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service -> HPUX;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Service;Solaris -> Automated;HPUX;Deployment : 0.0, 0.95
Daily;Automated;HPUX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Automated;Service;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;Automated;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Service;HPUX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;HPUX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Linux;Daily;Service;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Automated;Service;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Automated;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Automated;Service;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Automated;Service;HPUX;Solaris -> Linux;Deployment : 0.0, 0.93
Linux;Daily;Automated;HPUX;Solaris -> Service;Deployment : 0.0, 0.93
Linux;Daily;Automated;Service;HPUX -> Solaris;Deployment : 0.0, 0.93
Linux;Daily;Service;HPUX;Solaris -> Automated;Deployment : 0.0, 0.93
Linux;Daily;Automated;Service;Solaris -> HPUX;Deployment : 0.0, 0.93
Daily;Automated;HPUX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Automated;Service;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;Automated;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Service;HPUX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;HPUX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Linux;Daily;Service;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Automated;Service;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Automated;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Automated;Service;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Automated;Service;HPUX;Solaris -> Linux;Deployment : 0.0, 0.95
Linux;Daily;Automated;HPUX;Solaris -> Service;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service;HPUX -> Solaris;Deployment : 0.0, 0.95
Linux;Daily;Service;HPUX;Solaris -> Automated;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service;Solaris -> HPUX;Deployment : 0.0, 0.95
Daily;Automated;Service;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Automated;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Automated;Service;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Service;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Automated;Service;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Automated;Service;HPUX;Solaris -> Deployment : 0.0, 0.93
Daily;Automated;Service;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Automated;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Automated;Service;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Service;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Automated;Service;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Automated;Service;HPUX;Solaris -> Deployment : 0.0, 0.95
Daily;Deployment -> Linux;Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;HPUX -> Linux;Service;AIX;Solaris;Deployment : 0.0, 0.95
Daily;AIX -> Linux;Service;HPUX;Solaris;Deployment : 0.0, 0.95
Daily;Solaris -> Linux;Service;AIX;HPUX;Deployment : 0.0, 0.95
Daily;Service -> Linux;AIX;HPUX;Solaris;Deployment : 0.0, 0.95
Daily;HPUX;Deployment -> Linux;Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Deployment -> Linux;Service;HPUX;Solaris : 1.0, 1.0
Daily;Solaris;Deployment -> Linux;Service;AIX;HPUX : 1.0, 1.0
Daily;Service;Deployment -> Linux;AIX;HPUX;Solaris : 1.0, 1.0
Linux;Daily;Deployment -> Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;AIX;HPUX -> Linux;Service;Solaris;Deployment : 0.0, 0.93
Daily;HPUX;Solaris -> Linux;Service;AIX;Deployment : 0.0, 0.93
Daily;Service;HPUX -> Linux;AIX;Solaris;Deployment : 0.0, 0.93
Linux;Daily;HPUX -> Service;AIX;Solaris;Deployment : 0.0, 0.93
Daily;AIX;Solaris -> Linux;Service;HPUX;Deployment : 0.0, 0.93
Daily;Service;AIX -> Linux;HPUX;Solaris;Deployment : 0.0, 0.93
Linux;Daily;AIX -> Service;HPUX;Solaris;Deployment : 0.0, 0.93
Daily;Service;Solaris -> Linux;AIX;HPUX;Deployment : 0.0, 0.93
Linux;Daily;Solaris -> Service;AIX;HPUX;Deployment : 0.0, 0.93
Linux;Daily;Service -> AIX;HPUX;Solaris;Deployment : 0.0, 0.93
Daily;HPUX;Deployment -> Linux;Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Deployment -> Linux;Service;HPUX;Solaris : 1.0, 1.0
Daily;Solaris;Deployment -> Linux;Service;AIX;HPUX : 1.0, 1.0
Daily;Service;Deployment -> Linux;AIX;HPUX;Solaris : 1.0, 1.0
Linux;Daily;Deployment -> Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;AIX;HPUX -> Linux;Service;Solaris;Deployment : 0.0, 0.95
Daily;HPUX;Solaris -> Linux;Service;AIX;Deployment : 0.0, 0.95
Daily;Service;HPUX -> Linux;AIX;Solaris;Deployment : 0.0, 0.95
Linux;Daily;HPUX -> Service;AIX;Solaris;Deployment : 0.0, 0.95
Daily;AIX;Solaris -> Linux;Service;HPUX;Deployment : 0.0, 0.95
Daily;Service;AIX -> Linux;HPUX;Solaris;Deployment : 0.0, 0.95
Linux;Daily;AIX -> Service;HPUX;Solaris;Deployment : 0.0, 0.95
Daily;Service;Solaris -> Linux;AIX;HPUX;Deployment : 0.0, 0.95
Linux;Daily;Solaris -> Service;AIX;HPUX;Deployment : 0.0, 0.95
Linux;Daily;Service -> AIX;HPUX;Solaris;Deployment : 0.0, 0.95
Daily;AIX;HPUX;Deployment -> Linux;Service;Solaris : 1.0, 1.0
Daily;HPUX;Solaris;Deployment -> Linux;Service;AIX : 1.0, 1.0
Daily;Service;HPUX;Deployment -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Daily;HPUX;Deployment -> Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Solaris;Deployment -> Linux;Service;HPUX : 1.0, 1.0
Daily;Service;AIX;Deployment -> Linux;HPUX;Solaris : 1.0, 1.0
Linux;Daily;AIX;Deployment -> Service;HPUX;Solaris : 1.0, 1.0
Daily;Service;Solaris;Deployment -> Linux;AIX;HPUX : 1.0, 1.0
Linux;Daily;Solaris;Deployment -> Service;AIX;HPUX : 1.0, 1.0
Linux;Daily;Service;Deployment -> AIX;HPUX;Solaris : 1.0, 1.0
Daily;AIX;HPUX;Solaris -> Linux;Service;Deployment : 0.0, 0.93
Daily;Service;AIX;HPUX -> Linux;Solaris;Deployment : 0.0, 0.93
Linux;Daily;AIX;HPUX -> Service;Solaris;Deployment : 0.0, 0.93
Daily;Service;HPUX;Solaris -> Linux;AIX;Deployment : 0.0, 0.93
Linux;Daily;HPUX;Solaris -> Service;AIX;Deployment : 0.0, 0.93
Linux;Daily;Service;HPUX -> AIX;Solaris;Deployment : 0.0, 0.93
Daily;Service;AIX;Solaris -> Linux;HPUX;Deployment : 0.0, 0.93
Linux;Daily;AIX;Solaris -> Service;HPUX;Deployment : 0.0, 0.93
Linux;Daily;Service;AIX -> HPUX;Solaris;Deployment : 0.0, 0.93
Linux;Daily;Service;Solaris -> AIX;HPUX;Deployment : 0.0, 0.93
Daily;AIX;HPUX;Deployment -> Linux;Service;Solaris : 1.0, 1.0
Daily;HPUX;Solaris;Deployment -> Linux;Service;AIX : 1.0, 1.0
Daily;Service;HPUX;Deployment -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Daily;HPUX;Deployment -> Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Solaris;Deployment -> Linux;Service;HPUX : 1.0, 1.0
Daily;Service;AIX;Deployment -> Linux;HPUX;Solaris : 1.0, 1.0
Linux;Daily;AIX;Deployment -> Service;HPUX;Solaris : 1.0, 1.0
Daily;Service;Solaris;Deployment -> Linux;AIX;HPUX : 1.0, 1.0
Linux;Daily;Solaris;Deployment -> Service;AIX;HPUX : 1.0, 1.0
Linux;Daily;Service;Deployment -> AIX;HPUX;Solaris : 1.0, 1.0
Daily;AIX;HPUX;Solaris -> Linux;Service;Deployment : 0.0, 0.95
Daily;Service;AIX;HPUX -> Linux;Solaris;Deployment : 0.0, 0.95
Linux;Daily;AIX;HPUX -> Service;Solaris;Deployment : 0.0, 0.95
Daily;Service;HPUX;Solaris -> Linux;AIX;Deployment : 0.0, 0.95
Linux;Daily;HPUX;Solaris -> Service;AIX;Deployment : 0.0, 0.95
Linux;Daily;Service;HPUX -> AIX;Solaris;Deployment : 0.0, 0.95
Daily;Service;AIX;Solaris -> Linux;HPUX;Deployment : 0.0, 0.95
Linux;Daily;AIX;Solaris -> Service;HPUX;Deployment : 0.0, 0.95
Linux;Daily;Service;AIX -> HPUX;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Service;Solaris -> AIX;HPUX;Deployment : 0.0, 0.95
Daily;AIX;HPUX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Service;AIX;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;AIX;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Service;HPUX;Solaris;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Daily;HPUX;Solaris;Deployment -> Service;AIX : 1.0, 1.0
Linux;Daily;Service;HPUX;Deployment -> AIX;Solaris : 1.0, 1.0
Daily;Service;AIX;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;AIX;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Service;AIX;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> AIX;HPUX : 1.0, 1.0
Daily;Service;AIX;HPUX;Solaris -> Linux;Deployment : 0.0, 0.93
Linux;Daily;AIX;HPUX;Solaris -> Service;Deployment : 0.0, 0.93
Linux;Daily;Service;AIX;HPUX -> Solaris;Deployment : 0.0, 0.93
Linux;Daily;Service;HPUX;Solaris -> AIX;Deployment : 0.0, 0.93
Linux;Daily;Service;AIX;Solaris -> HPUX;Deployment : 0.0, 0.93
Daily;AIX;HPUX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Service;AIX;HPUX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;AIX;HPUX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Service;HPUX;Solaris;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Daily;HPUX;Solaris;Deployment -> Service;AIX : 1.0, 1.0
Linux;Daily;Service;HPUX;Deployment -> AIX;Solaris : 1.0, 1.0
Daily;Service;AIX;Solaris;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;AIX;Solaris;Deployment -> Service;HPUX : 1.0, 1.0
Linux;Daily;Service;AIX;Deployment -> HPUX;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> AIX;HPUX : 1.0, 1.0
Daily;Service;AIX;HPUX;Solaris -> Linux;Deployment : 0.0, 0.95
Linux;Daily;AIX;HPUX;Solaris -> Service;Deployment : 0.0, 0.95
Linux;Daily;Service;AIX;HPUX -> Solaris;Deployment : 0.0, 0.95
Linux;Daily;Service;HPUX;Solaris -> AIX;Deployment : 0.0, 0.95
Linux;Daily;Service;AIX;Solaris -> HPUX;Deployment : 0.0, 0.95
Daily;Service;AIX;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;AIX;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Service;AIX;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Service;HPUX;Solaris;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Service;AIX;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Service;AIX;HPUX;Solaris -> Deployment : 0.0, 0.93
Daily;Service;AIX;HPUX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;AIX;HPUX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Service;AIX;HPUX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Service;HPUX;Solaris;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Service;AIX;Solaris;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Service;AIX;HPUX;Solaris -> Deployment : 0.0, 0.95
Daily;Deployment -> Linux;Automated;Service;AIX;Solaris : 1.0, 1.0
Daily;Automated -> Linux;Service;AIX;Solaris;Deployment : 0.0, 0.95
Daily;AIX -> Linux;Automated;Service;Solaris;Deployment : 0.0, 0.95
Daily;Solaris -> Linux;Automated;Service;AIX;Deployment : 0.0, 0.95
Daily;Service -> Linux;Automated;AIX;Solaris;Deployment : 0.0, 0.95
Daily;Automated;Deployment -> Linux;Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Deployment -> Linux;Automated;Service;Solaris : 1.0, 1.0
Daily;Solaris;Deployment -> Linux;Automated;Service;AIX : 1.0, 1.0
Daily;Service;Deployment -> Linux;Automated;AIX;Solaris : 1.0, 1.0
Linux;Daily;Deployment -> Automated;Service;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX -> Linux;Service;Solaris;Deployment : 0.0, 0.93
Daily;Automated;Solaris -> Linux;Service;AIX;Deployment : 0.0, 0.93
Daily;Automated;Service -> Linux;AIX;Solaris;Deployment : 0.0, 0.93
Linux;Daily;Automated -> Service;AIX;Solaris;Deployment : 0.0, 0.93
Daily;AIX;Solaris -> Linux;Automated;Service;Deployment : 0.0, 0.93
Daily;Service;AIX -> Linux;Automated;Solaris;Deployment : 0.0, 0.93
Linux;Daily;AIX -> Automated;Service;Solaris;Deployment : 0.0, 0.93
Daily;Service;Solaris -> Linux;Automated;AIX;Deployment : 0.0, 0.93
Linux;Daily;Solaris -> Automated;Service;AIX;Deployment : 0.0, 0.93
Linux;Daily;Service -> Automated;AIX;Solaris;Deployment : 0.0, 0.93
Daily;Automated;Deployment -> Linux;Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Deployment -> Linux;Automated;Service;Solaris : 1.0, 1.0
Daily;Solaris;Deployment -> Linux;Automated;Service;AIX : 1.0, 1.0
Daily;Service;Deployment -> Linux;Automated;AIX;Solaris : 1.0, 1.0
Linux;Daily;Deployment -> Automated;Service;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX -> Linux;Service;Solaris;Deployment : 0.0, 0.95
Daily;Automated;Solaris -> Linux;Service;AIX;Deployment : 0.0, 0.95
Daily;Automated;Service -> Linux;AIX;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Automated -> Service;AIX;Solaris;Deployment : 0.0, 0.95
Daily;AIX;Solaris -> Linux;Automated;Service;Deployment : 0.0, 0.95
Daily;Service;AIX -> Linux;Automated;Solaris;Deployment : 0.0, 0.95
Linux;Daily;AIX -> Automated;Service;Solaris;Deployment : 0.0, 0.95
Daily;Service;Solaris -> Linux;Automated;AIX;Deployment : 0.0, 0.95
Linux;Daily;Solaris -> Automated;Service;AIX;Deployment : 0.0, 0.95
Linux;Daily;Service -> Automated;AIX;Solaris;Deployment : 0.0, 0.95
Daily;Automated;AIX;Deployment -> Linux;Service;Solaris : 1.0, 1.0
Daily;Automated;Solaris;Deployment -> Linux;Service;AIX : 1.0, 1.0
Daily;Automated;Service;Deployment -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Daily;Automated;Deployment -> Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Solaris;Deployment -> Linux;Automated;Service : 1.0, 1.0
Daily;Service;AIX;Deployment -> Linux;Automated;Solaris : 1.0, 1.0
Linux;Daily;AIX;Deployment -> Automated;Service;Solaris : 1.0, 1.0
Daily;Service;Solaris;Deployment -> Linux;Automated;AIX : 1.0, 1.0
Linux;Daily;Solaris;Deployment -> Automated;Service;AIX : 1.0, 1.0
Linux;Daily;Service;Deployment -> Automated;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX;Solaris -> Linux;Service;Deployment : 0.0, 0.93
Daily;Automated;Service;AIX -> Linux;Solaris;Deployment : 0.0, 0.93
Linux;Daily;Automated;AIX -> Service;Solaris;Deployment : 0.0, 0.93
Daily;Automated;Service;Solaris -> Linux;AIX;Deployment : 0.0, 0.93
Linux;Daily;Automated;Solaris -> Service;AIX;Deployment : 0.0, 0.93
Linux;Daily;Automated;Service -> AIX;Solaris;Deployment : 0.0, 0.93
Daily;Service;AIX;Solaris -> Linux;Automated;Deployment : 0.0, 0.93
Linux;Daily;AIX;Solaris -> Automated;Service;Deployment : 0.0, 0.93
Linux;Daily;Service;AIX -> Automated;Solaris;Deployment : 0.0, 0.93
Linux;Daily;Service;Solaris -> Automated;AIX;Deployment : 0.0, 0.93
Daily;Automated;AIX;Deployment -> Linux;Service;Solaris : 1.0, 1.0
Daily;Automated;Solaris;Deployment -> Linux;Service;AIX : 1.0, 1.0
Daily;Automated;Service;Deployment -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Daily;Automated;Deployment -> Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;Solaris;Deployment -> Linux;Automated;Service : 1.0, 1.0
Daily;Service;AIX;Deployment -> Linux;Automated;Solaris : 1.0, 1.0
Linux;Daily;AIX;Deployment -> Automated;Service;Solaris : 1.0, 1.0
Daily;Service;Solaris;Deployment -> Linux;Automated;AIX : 1.0, 1.0
Linux;Daily;Solaris;Deployment -> Automated;Service;AIX : 1.0, 1.0
Linux;Daily;Service;Deployment -> Automated;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX;Solaris -> Linux;Service;Deployment : 0.0, 0.95
Daily;Automated;Service;AIX -> Linux;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Automated;AIX -> Service;Solaris;Deployment : 0.0, 0.95
Daily;Automated;Service;Solaris -> Linux;AIX;Deployment : 0.0, 0.95
Linux;Daily;Automated;Solaris -> Service;AIX;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service -> AIX;Solaris;Deployment : 0.0, 0.95
Daily;Service;AIX;Solaris -> Linux;Automated;Deployment : 0.0, 0.95
Linux;Daily;AIX;Solaris -> Automated;Service;Deployment : 0.0, 0.95
Linux;Daily;Service;AIX -> Automated;Solaris;Deployment : 0.0, 0.95
Linux;Daily;Service;Solaris -> Automated;AIX;Deployment : 0.0, 0.95
Daily;Automated;AIX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Automated;Service;AIX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;Automated;AIX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Automated;Service;Solaris;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Daily;Automated;Solaris;Deployment -> Service;AIX : 1.0, 1.0
Linux;Daily;Automated;Service;Deployment -> AIX;Solaris : 1.0, 1.0
Daily;Service;AIX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;AIX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Linux;Daily;Service;AIX;Deployment -> Automated;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Automated;Service;AIX;Solaris -> Linux;Deployment : 0.0, 0.93
Linux;Daily;Automated;AIX;Solaris -> Service;Deployment : 0.0, 0.93
Linux;Daily;Automated;Service;AIX -> Solaris;Deployment : 0.0, 0.93
Linux;Daily;Automated;Service;Solaris -> AIX;Deployment : 0.0, 0.93
Linux;Daily;Service;AIX;Solaris -> Automated;Deployment : 0.0, 0.93
Daily;Automated;AIX;Solaris;Deployment -> Linux;Service : 1.0, 1.0
Daily;Automated;Service;AIX;Deployment -> Linux;Solaris : 1.0, 1.0
Linux;Daily;Automated;AIX;Deployment -> Service;Solaris : 1.0, 1.0
Daily;Automated;Service;Solaris;Deployment -> Linux;AIX : 1.0, 1.0
Linux;Daily;Automated;Solaris;Deployment -> Service;AIX : 1.0, 1.0
Linux;Daily;Automated;Service;Deployment -> AIX;Solaris : 1.0, 1.0
Daily;Service;AIX;Solaris;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;AIX;Solaris;Deployment -> Automated;Service : 1.0, 1.0
Linux;Daily;Service;AIX;Deployment -> Automated;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Automated;Service;AIX;Solaris -> Linux;Deployment : 0.0, 0.95
Linux;Daily;Automated;AIX;Solaris -> Service;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service;AIX -> Solaris;Deployment : 0.0, 0.95
Linux;Daily;Automated;Service;Solaris -> AIX;Deployment : 0.0, 0.95
Linux;Daily;Service;AIX;Solaris -> Automated;Deployment : 0.0, 0.95
Daily;Automated;Service;AIX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Automated;AIX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Automated;Service;AIX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Automated;Service;Solaris;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Service;AIX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Automated;Service;AIX;Solaris -> Deployment : 0.0, 0.93
Daily;Automated;Service;AIX;Solaris;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Automated;AIX;Solaris;Deployment -> Service : 1.0, 1.0
Linux;Daily;Automated;Service;AIX;Deployment -> Solaris : 1.0, 1.0
Linux;Daily;Automated;Service;Solaris;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Service;AIX;Solaris;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Automated;Service;AIX;Solaris -> Deployment : 0.0, 0.95
Daily;HPUX -> Linux;Automated;Service;AIX;Solaris : 1.0, 1.02
Daily;Automated -> Linux;Service;AIX;HPUX;Solaris : 1.0, 1.02
Daily;AIX -> Linux;Automated;Service;HPUX;Solaris : 1.0, 1.02
Daily;Solaris -> Linux;Automated;Service;AIX;HPUX : 1.0, 1.02
Daily;Service -> Linux;Automated;AIX;HPUX;Solaris : 1.0, 1.02
Linux;Daily -> Automated;Service;AIX;HPUX;Solaris : 0.0, 0.93
Daily;Automated;HPUX -> Linux;Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;HPUX -> Linux;Automated;Service;Solaris : 1.0, 1.0
Daily;HPUX;Solaris -> Linux;Automated;Service;AIX : 1.0, 1.0
Daily;Service;HPUX -> Linux;Automated;AIX;Solaris : 1.0, 1.0
Linux;Daily;HPUX -> Automated;Service;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX -> Linux;Service;HPUX;Solaris : 1.0, 1.0
Daily;Automated;Solaris -> Linux;Service;AIX;HPUX : 1.0, 1.0
Daily;Automated;Service -> Linux;AIX;HPUX;Solaris : 1.0, 1.0
Linux;Daily;Automated -> Service;AIX;HPUX;Solaris : 1.0, 1.0
Daily;AIX;Solaris -> Linux;Automated;Service;HPUX : 1.0, 1.0
Daily;Service;AIX -> Linux;Automated;HPUX;Solaris : 1.0, 1.0
Linux;Daily;AIX -> Automated;Service;HPUX;Solaris : 1.0, 1.0
Daily;Service;Solaris -> Linux;Automated;AIX;HPUX : 1.0, 1.0
Linux;Daily;Solaris -> Automated;Service;AIX;HPUX : 1.0, 1.0
Linux;Daily;Service -> Automated;AIX;HPUX;Solaris : 1.0, 1.0
Daily;Automated;HPUX -> Linux;Service;AIX;Solaris : 1.0, 1.02
Daily;AIX;HPUX -> Linux;Automated;Service;Solaris : 1.0, 1.02
Daily;HPUX;Solaris -> Linux;Automated;Service;AIX : 1.0, 1.02
Daily;Service;HPUX -> Linux;Automated;AIX;Solaris : 1.0, 1.02
Linux;Daily;HPUX -> Automated;Service;AIX;Solaris : 1.0, 1.02
Daily;Automated;AIX -> Linux;Service;HPUX;Solaris : 1.0, 1.02
Daily;Automated;Solaris -> Linux;Service;AIX;HPUX : 1.0, 1.02
Daily;Automated;Service -> Linux;AIX;HPUX;Solaris : 1.0, 1.02
Linux;Daily;Automated -> Service;AIX;HPUX;Solaris : 1.0, 1.02
Daily;AIX;Solaris -> Linux;Automated;Service;HPUX : 1.0, 1.02
Daily;Service;AIX -> Linux;Automated;HPUX;Solaris : 1.0, 1.02
Linux;Daily;AIX -> Automated;Service;HPUX;Solaris : 1.0, 1.02
Daily;Service;Solaris -> Linux;Automated;AIX;HPUX : 1.0, 1.02
Linux;Daily;Solaris -> Automated;Service;AIX;HPUX : 1.0, 1.02
Linux;Daily;Service -> Automated;AIX;HPUX;Solaris : 1.0, 1.02
Daily;Automated;AIX;HPUX -> Linux;Service;Solaris : 1.0, 1.0
Daily;Automated;HPUX;Solaris -> Linux;Service;AIX : 1.0, 1.0
Daily;Automated;Service;HPUX -> Linux;AIX;Solaris : 1.0, 1.0
Linux;Daily;Automated;HPUX -> Service;AIX;Solaris : 1.0, 1.0
Daily;AIX;HPUX;Solaris -> Linux;Automated;Service : 1.0, 1.0
Daily;Service;AIX;HPUX -> Linux;Automated;Solaris : 1.0, 1.0
Linux;Daily;AIX;HPUX -> Automated;Service;Solaris : 1.0, 1.0
Daily;Service;HPUX;Solaris -> Linux;Automated;AIX : 1.0, 1.0
Linux;Daily;HPUX;Solaris -> Automated;Service;AIX : 1.0, 1.0
Linux;Daily;Service;HPUX -> Automated;AIX;Solaris : 1.0, 1.0
Daily;Automated;AIX;Solaris -> Linux;Service;HPUX : 1.0, 1.0
Daily;Automated;Service;AIX -> Linux;HPUX;Solaris : 1.0, 1.0
Linux;Daily;Automated;AIX -> Service;HPUX;Solaris : 1.0, 1.0
Daily;Automated;Service;Solaris -> Linux;AIX;HPUX : 1.0, 1.0
Linux;Daily;Automated;Solaris -> Service;AIX;HPUX : 1.0, 1.0
Linux;Daily;Automated;Service -> AIX;HPUX;Solaris : 1.0, 1.0
Daily;Service;AIX;Solaris -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;AIX;Solaris -> Automated;Service;HPUX : 1.0, 1.0
Linux;Daily;Service;AIX -> Automated;HPUX;Solaris : 1.0, 1.0
Linux;Daily;Service;Solaris -> Automated;AIX;HPUX : 1.0, 1.0
Daily;Automated;AIX;HPUX -> Linux;Service;Solaris : 1.0, 1.02
